Kline open time,Open price,High price,Low price,Close price,Volume,Kline Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,"Unused field, ignore"
1608262800000,0.00278200,0.00278200,0.00278200,0.00278200,51.00000000,1608262859999,0.14188200,1,0.00000000,0.00000000,0
1608262860000,0.00278200,0.00278200,0.00278200,0.00278200,0.00000000,1608262919999,0.00000000,0,0.00000000,0.00000000,0
1608262920000,0.00278200,0.00279100,0.00278000,0.00278000,307.00000000,1608262979999,0.85429500,3,37.00000000,0.10326700,0
1608262980000,0.00278000,0.00278000,0.00278000,0.00278000,0.00000000,1608263039999,0.00000000,0,0.00000000,0.00000000,0
1608263040000,0.00278000,0.00278000,0.00278000,0.00278000,0.00000000,1608263099999,0.00000000,0,0.00000000,0.00000000,0
1608263100000,0.00278000,0.00278000,0.00278000,0.00278000,0.00000000,1608263159999,0.00000000,0,0.00000000,0.00000000,0
1608263160000,0.00278000,0.00278000,0.00278000,0.00278000,0.00000000,1608263219999,0.00000000,0,0.00000000,0.00000000,0
1608263220000,0.00278000,0.00278000,0.00278000,0.00278000,0.00000000,1608263279999,0.00000000,0,0.00000000,0.00000000,0
1608263280000,0.00278000,0.00278000,0.00278000,0.00278000,0.00000000,1608263339999,0.00000000,0,0.00000000,0.00000000,0
1608263340000,0.00278000,0.00278000,0.00278000,0.00278000,0.00000000,1608263399999,0.00000000,0,0.00000000,0.00000000,0
1608263400000,0.00278000,0.00278000,0.00278000,0.00278000,0.00000000,1608263459999,0.00000000,0,0.00000000,0.00000000,0
1608263460000,0.00278000,0.00278000,0.00278000,0.00278000,0.00000000,1608263519999,0.00000000,0,0.00000000,0.00000000,0
1608263520000,0.00278000,0.00278000,0.00278000,0.00278000,0.00000000,1608263579999,0.00000000,0,0.00000000,0.00000000,0
1608263580000,0.00278000,0.00278000,0.00278000,0.00278000,0.00000000,1608263639999,0.00000000,0,0.00000000,0.00000000,0
1608263640000,0.00278000,0.00278000,0.00278000,0.00278000,0.00000000,1608263699999,0.00000000,0,0.00000000,0.00000000,0
1608263700000,0.00278000,0.00278000,0.00278000,0.00278000,0.00000000,1608263759999,0.00000000,0,0.00000000,0.00000000,0
1608263760000,0.00278000,0.00278000,0.00278000,0.00278000,0.00000000,1608263819999,0.00000000,0,0.00000000,0.00000000,0
1608263820000,0.00278000,0.00278000,0.00278000,0.00278000,0.00000000,1608263879999,0.00000000,0,0.00000000,0.00000000,0
1608263880000,0.00278000,0.00278000,0.00278000,0.00278000,0.00000000,1608263939999,0.00000000,0,0.00000000,0.00000000,0
1608263940000,0.00278000,0.00278000,0.00278000,0.00278000,0.00000000,1608263999999,0.00000000,0,0.00000000,0.00000000,0
1608264000000,0.00278000,0.00278000,0.00278000,0.00278000,0.00000000,1608264059999,0.00000000,0,0.00000000,0.00000000,0
1608264060000,0.00277800,0.00277800,0.00277800,0.00277800,43.00000000,1608264119999,0.11945400,1,0.00000000,0.00000000,0
1608264120000,0.00277800,0.00277800,0.00277800,0.00277800,0.00000000,1608264179999,0.00000000,0,0.00000000,0.00000000,0
1608264180000,0.00277800,0.00277800,0.00277800,0.00277800,0.00000000,1608264239999,0.00000000,0,0.00000000,0.00000000,0
1608264240000,0.00277800,0.00277800,0.00277800,0.00277800,0.00000000,1608264299999,0.00000000,0,0.00000000,0.00000000,0
1608264300000,0.00277800,0.00277800,0.00277800,0.00277800,0.00000000,1608264359999,0.00000000,0,0.00000000,0.00000000,0
1608264360000,0.00277800,0.00277800,0.00277800,0.00277800,0.00000000,1608264419999,0.00000000,0,0.00000000,0.00000000,0
1608264420000,0.00277800,0.00277800,0.00277800,0.00277800,0.00000000,1608264479999,0.00000000,0,0.00000000,0.00000000,0
1608264480000,0.00277800,0.00277800,0.00277800,0.00277800,0.00000000,1608264539999,0.00000000,0,0.00000000,0.00000000,0
1608264540000,0.00277800,0.00277800,0.00277800,0.00277800,0.00000000,1608264599999,0.00000000,0,0.00000000,0.00000000,0
1608264600000,0.00277800,0.00277800,0.00277800,0.00277800,0.00000000,1608264659999,0.00000000,0,0.00000000,0.00000000,0
1608264660000,0.00277800,0.00277800,0.00277800,0.00277800,234.00000000,1608264719999,0.65005200,4,0.00000000,0.00000000,0
1608264720000,0.00277500,0.00277500,0.00277400,0.00277400,365.00000000,1608264779999,1.01262300,3,0.00000000,0.00000000,0
1608264780000,0.00277400,0.00277400,0.00277400,0.00277400,0.00000000,1608264839999,0.00000000,0,0.00000000,0.00000000,0
1608264840000,0.00277400,0.00277400,0.00277400,0.00277400,0.00000000,1608264899999,0.00000000,0,0.00000000,0.00000000,0
1608264900000,0.00277400,0.00277400,0.00277400,0.00277400,0.00000000,1608264959999,0.00000000,0,0.00000000,0.00000000,0
1608264960000,0.00277100,0.00277100,0.00277100,0.00277100,52.00000000,1608265019999,0.14409200,1,0.00000000,0.00000000,0
1608265020000,0.00277100,0.00277100,0.00277100,0.00277100,0.00000000,1608265079999,0.00000000,0,0.00000000,0.00000000,0
1608265080000,0.00277100,0.00277100,0.00277100,0.00277100,0.00000000,1608265139999,0.00000000,0,0.00000000,0.00000000,0
1608265140000,0.00277100,0.00277100,0.00277100,0.00277100,0.00000000,1608265199999,0.00000000,0,0.00000000,0.00000000,0
1608265200000,0.00277100,0.00277100,0.00277100,0.00277100,0.00000000,1608265259999,0.00000000,0,0.00000000,0.00000000,0
1608265260000,0.00277100,0.00277100,0.00277100,0.00277100,0.00000000,1608265319999,0.00000000,0,0.00000000,0.00000000,0
1608265320000,0.00277100,0.00277100,0.00277100,0.00277100,0.00000000,1608265379999,0.00000000,0,0.00000000,0.00000000,0
1608265380000,0.00277100,0.00277100,0.00277100,0.00277100,0.00000000,1608265439999,0.00000000,0,0.00000000,0.00000000,0
1608265440000,0.00277100,0.00277100,0.00277100,0.00277100,0.00000000,1608265499999,0.00000000,0,0.00000000,0.00000000,0
1608265500000,0.00276700,0.00276700,0.00276700,0.00276700,52.00000000,1608265559999,0.14388400,1,0.00000000,0.00000000,0
1608265560000,0.00276700,0.00276700,0.00276700,0.00276700,0.00000000,1608265619999,0.00000000,0,0.00000000,0.00000000,0
1608265620000,0.00276700,0.00276700,0.00276700,0.00276700,0.00000000,1608265679999,0.00000000,0,0.00000000,0.00000000,0
1608265680000,0.00276300,0.00276300,0.00276200,0.00276200,153.00000000,1608265739999,0.42263800,3,0.00000000,0.00000000,0
1608265740000,0.00276200,0.00276200,0.00276200,0.00276200,0.00000000,1608265799999,0.00000000,0,0.00000000,0.00000000,0
1608265800000,0.00276200,0.00276200,0.00276200,0.00276200,0.00000000,1608265859999,0.00000000,0,0.00000000,0.00000000,0
1608265860000,0.00276200,0.00276200,0.00276200,0.00276200,0.00000000,1608265919999,0.00000000,0,0.00000000,0.00000000,0
1608265920000,0.00276200,0.00276200,0.00276200,0.00276200,0.00000000,1608265979999,0.00000000,0,0.00000000,0.00000000,0
1608265980000,0.00276200,0.00276200,0.00276200,0.00276200,0.00000000,1608266039999,0.00000000,0,0.00000000,0.00000000,0
1608266040000,0.00276200,0.00276200,0.00276200,0.00276200,0.00000000,1608266099999,0.00000000,0,0.00000000,0.00000000,0
1608266100000,0.00275900,0.00275900,0.00275900,0.00275900,52.00000000,1608266159999,0.14346800,1,0.00000000,0.00000000,0
1608266160000,0.00275900,0.00275900,0.00275900,0.00275900,0.00000000,1608266219999,0.00000000,0,0.00000000,0.00000000,0
1608266220000,0.00275900,0.00275900,0.00275900,0.00275900,0.00000000,1608266279999,0.00000000,0,0.00000000,0.00000000,0
1608266280000,0.00275900,0.00275900,0.00275900,0.00275900,0.00000000,1608266339999,0.00000000,0,0.00000000,0.00000000,0
1608266340000,0.00275900,0.00275900,0.00275900,0.00275900,0.00000000,1608266399999,0.00000000,0,0.00000000,0.00000000,0
1608266400000,0.00275900,0.00275900,0.00275900,0.00275900,0.00000000,1608266459999,0.00000000,0,0.00000000,0.00000000,0
1608266460000,0.00275900,0.00275900,0.00275900,0.00275900,0.00000000,1608266519999,0.00000000,0,0.00000000,0.00000000,0
1608266520000,0.00275900,0.00275900,0.00275900,0.00275900,0.00000000,1608266579999,0.00000000,0,0.00000000,0.00000000,0
1608266580000,0.00275900,0.00275900,0.00275900,0.00275900,0.00000000,1608266639999,0.00000000,0,0.00000000,0.00000000,0
1608266640000,0.00275900,0.00275900,0.00275900,0.00275900,0.00000000,1608266699999,0.00000000,0,0.00000000,0.00000000,0
1608266700000,0.00276800,0.00276800,0.00276800,0.00276800,52.00000000,1608266759999,0.14393600,1,52.00000000,0.14393600,0
